Fecha_Construccion,Tamano_m2,Num_Habitaciones,Distancia_Centro_km,Precio_USD,,
2001-03-12,0.46184739,0.4,0.86760579,179800.59,,
2001-03-13,0.373493976,0.8,0.818792049,141609.82,,
2001-03-14,0.184738956,0.6,0.255250983,124041.64,,
2001-03-15,0.393574297,1,0.167555421,225088.52,,
2001-03-16,0.21686747,0,0.669202718,108218.69,,
2001-03-17,0.670682731,0.6,0.931974007,209096.19,,
2001-03-18,0.204819277,0,0.556447664,85707.75,,
2001-03-19,0.574297189,0,0.571413562,206846.46,,
2001-03-20,0.048192771,0,0.277499851,112761.21,,
2001-03-21,0.453815261,1,0.770840918,216369.41,,
2001-03-22,0.493975904,0.8,0.183837898,193151.46,,
2001-03-23,0.421686747,1,0.32154166,164226.6,,
2001-03-24,0.630522088,0.2,0.424094443,197324.69,,
2001-03-25,0.586345382,0.6,0.506910854,246558.6,,
2001-03-26,0.578313253,0.8,0.239636757,212940.24,,
2001-03-27,0.477911647,0.8,0.11106643,192339.46,,
2001-03-28,0.248995984,0.8,0.610725891,133584.04,,
2001-03-29,0.072289157,0.8,0.286218951,108259.43,,
2001-03-30,0.365461847,1,0.581114351,167288.18,,
2001-03-31,0.228915663,0.8,0.15090135,125046.96,,
2001-04-01,0.730923695,0.4,0.480233621,257093.87,,
2001-04-02,0.357429719,0.6,0.532085205,153109.81,,
2001-04-03,0.915662651,0.8,0.047560477,303994.23,,
2001-04-04,0.871485944,0.6,0.334567755,337476.95,,
2001-04-05,0.465863454,0.4,0.13079735,242203.95,,
2001-04-06,0.24497992,0.4,0.059202225,131324.25,,
2001-04-07,0.088353414,0.6,0.993031924,65582.31,,
2001-04-08,0.506024096,0,0.320205906,192303.48,,
2001-04-09,0.546184739,0.2,0.81153815,194027.28,,
2001-04-10,0.558232932,0,0.251963305,199230.84,,
2001-04-11,0.979919679,0,0.682162762,318472.84,,
2001-04-12,0.514056225,1,0.761503406,197906.78,,
2001-04-13,0.228915663,0,0.595627459,118452.95,,
2001-04-14,0.485943775,0.8,0.470594933,200648.58,,
2001-04-15,0,1,0.410392623,118113.23,,
2001-04-16,0.955823293,1,0.346927629,341765.64,,
2001-04-17,0.13253012,0.4,0.93212836,44087.31,,
2001-04-18,0.381526104,0,0.832445305,99824.07,,
2001-04-19,0.502008032,0.4,0.967903663,136028.44,,
2001-04-20,0.469879518,0.6,0.120600794,190790.76,,
2001-04-21,0.18875502,0.2,0.731913469,88609.69,,
2001-04-22,0.353413655,1,0.941008563,119576.25,,
2001-04-23,0.927710843,0.6,0.177981785,302488.48,,
2001-04-24,0.947791165,0.6,0.062347925,341143.22,,
2001-04-25,0.465863454,0.8,0.742246807,196015,,
2001-04-26,0.514056225,0.2,0.57429635,214680.56,,
2001-04-27,0.060240964,0.6,0.843742314,85173.93,,
2001-04-28,0.75502008,0.6,0.136196938,250893.2,,
2001-04-29,0.923694779,0.2,0.796816811,263874.5,,
2001-04-30,0.767068273,0.2,0.19853549,251305.62,,
2001-05-01,0.763052209,0.6,0.160267236,290507.96,,
2001-05-02,0.273092369,0.2,0.16088186,144472.58,,
2001-05-03,0.084337349,0.6,0.816275173,76754.67,,
2001-05-04,0.369477912,0.6,0.665729777,133418.56,,
2001-05-05,0.987951807,0.8,0.522486734,319662.21,,
2001-05-06,0.779116466,0,0.356967735,296187.83,,
2001-05-07,0.301204819,0.6,0.879390629,150122.37,,
2001-05-08,0.614457831,0.4,0.390845172,220238.18,,
2001-05-09,0.574297189,1,0.818315723,238637.23,,
2001-05-10,0.714859438,0,0.437900014,246530.18,,
2001-05-11,0.915662651,0,0.375223303,303137.22,,
2001-05-12,0.341365462,0,0.461628975,172164.57,,
2001-05-13,0.738955823,0.8,0.299065936,295520.08,,
2001-05-14,0.112449799,0.6,0.74878627,57638.66,,
2001-05-15,0.823293173,0.8,0.501982633,275842.22,,
2001-05-16,0.879518072,0.6,0.229359994,300531.66,,
2001-05-17,0.273092369,0.8,0.901939591,131824.67,,
2001-05-18,0.184738956,0.8,0.382224408,125734.31,,
2001-05-19,0.963855422,1,0.54313435,347473.93,,
2001-05-20,0.373493976,0.4,0.908891057,164424.62,,
2001-05-21,0.951807229,0.8,0.624450316,273794.2,,
2001-05-22,0.759036145,1,0.113143761,286219.91,,
2001-05-23,0.975903614,0.2,0.942511892,307489.74,,
2001-05-24,0.787148594,0.4,0.627947503,224592.93,,
2001-05-25,0.815261044,0.8,0.332855811,325575.47,,
2001-05-26,0.574297189,0,0.135692723,258922.22,,
2001-05-27,0.871485944,0.2,0.795564977,254946.54,,
2001-05-28,0.871485944,0.2,0.62025251,247035.78,,
2001-05-29,0.702811245,1,0.532963679,283059.26,,
2001-05-30,0.337349398,0.2,0.896213177,126154.23,,
2001-05-31,0.152610442,0.4,0.790094561,105261.36,,
2001-06-01,0.397590361,0.8,0.1481925,206202.86,,
2001-06-02,0.128514056,0.8,0.309491005,109920.12,,
2001-06-03,0.887550201,0,0.245763695,317587.63,,
2001-06-04,0.401606426,1,0.745094543,165851.12,,
2001-06-05,0.088353414,0,0.029126367,124055.12,,
2001-06-06,1,0.2,0.569677086,334946.4,,
2001-06-07,0.036144578,0,0.763751673,74777.4,,
2001-06-08,0.983935743,0.4,0.878952325,308147.59,,
2001-06-09,0.273092369,0.8,0.340088051,132159.26,,
2001-06-10,0.397590361,0.2,0.823010005,147367.08,,
2001-06-11,0.13253012,0,0.106828465,80583.36,,
2001-06-12,0.718875502,1,0.848401977,209905.77,,
2001-06-13,0.891566265,0.4,0.123817185,332605.66,,
2001-06-14,0.550200803,0.4,0.395725213,234957.34,,
2001-06-15,1,0,0.798860721,256756.87,,
2001-06-16,0.586345382,0.8,0.146421307,211304.79,,
2001-06-17,0.742971888,0,0.226375542,277703.42,,
2001-06-18,0.381526104,0.2,0.723231208,111109.35,,
2001-06-19,0,0,0.72099785,29237.88,,
2001-06-20,0.991967871,0.4,0.641492159,273813.44,,
2001-06-21,0.273092369,0,0.69470579,132750.99,,
2001-06-22,0.947791165,0.8,0.542299455,320521.98,,
2001-06-23,0.012048193,1,0.249099493,97395.65,,
2001-06-24,0.060240964,0.6,0.343730553,131949.63,,
2001-06-25,0.092369478,0,0.178349287,96467.33,,
2001-06-26,0.317269076,0.8,0.910884976,166309.87,,
2001-06-27,0.987951807,0.8,0.583284761,339163.28,,
2001-06-28,0.004016064,1,0.399317205,110750.62,,
2001-06-29,0.963855422,0.4,0.460949723,292203.66,,
2001-06-30,0.879518072,0.8,0.950021365,274057.57,,
2001-07-01,0.510040161,0.8,0.149882131,214105.62,,
2001-07-02,0.638554217,0.8,0.586144988,265998.67,,
2001-07-03,0.875502008,0.8,0.505175693,330658.46,,
2001-07-04,0.333333333,0.2,0.611566606,115535.65,,
2001-07-05,0.606425703,0.2,0.013583539,222949.61,,
2001-07-06,0.558232932,0.4,0.874274306,223416.81,,
2001-07-07,0.710843373,0,0.934737741,233937.14,,
2001-07-08,0.65060241,0.8,0.564883397,271222.28,,
2001-07-09,0.493975904,1,0.697429298,162594.25,,
2001-07-10,0.128514056,0,0.925043635,50495.04,,
2001-07-11,0.642570281,1,0.708099888,254980.16,,
2001-07-12,0.75502008,0,0.14906342,267152.74,,
2001-07-13,0.714859438,0.4,0.576125789,225575.28,,
2001-07-14,0.682730924,0.8,0.606790364,273810.53,,
2001-07-15,0.401606426,0.8,0.422778467,166400.42,,
2001-07-16,0.044176707,0.6,0.737533831,55286.23,,
2001-07-17,0.265060241,1,0.937004055,159806.71,,
2001-07-18,0.257028112,0,0.928136763,114317.03,,
2001-07-19,0.642570281,0,0.449695987,218851.32,,
2001-07-20,0.670682731,0.2,0.109455151,257432.19,,
2001-07-21,0.293172691,0.6,0.987872868,121879.21,,
2001-07-22,0.168674699,0.2,0.84078871,51343.91,,
2001-07-23,0.172690763,0.2,0.120969109,103769.56,,
2001-07-24,0.112449799,0.2,0.923373177,88591.17,,
2001-07-25,0.562248996,1,0.872029343,216546.01,,
2001-07-26,0.044176707,1,0.518226315,80907.39,,
2001-07-27,0.37751004,0.4,0.59123004,152706.02,,
2001-07-28,0.180722892,0.4,0.397454038,125857.84,,
2001-07-29,0.518072289,0.2,0.05052155,189823.82,,
2001-07-30,0.97188755,0.6,0.333149718,305558.56,,
2001-07-31,0.967871486,0,0.80446226,306434.5,,
2001-08-01,0.136546185,1,0,112731.34,,
2001-08-02,0.859437751,0.6,0.331438372,262657.05,,
2001-08-03,0.321285141,0.8,0.396613507,176906.22,,
2001-08-04,0.357429719,1,0.536928952,146831.06,,
2001-08-05,0.02811245,1,0.9223792,99648.37,,
2001-08-06,0.369477912,0.4,0.344385636,170911.93,,
2001-08-07,0.614457831,0,0.344997591,216876.71,,
2001-08-08,0.807228916,0,0.738599108,219224.93,,
2001-08-09,0.357429719,0.8,0.451085335,153771.36,,
2001-08-10,0.646586345,0.8,0.221692641,267972.92,,
2001-08-11,0.457831325,1,0.451308642,167758.51,,
2001-08-12,0.417670683,0.2,0.137290062,172830.29,,
2001-08-13,0.53815261,0.4,0.173097817,209769.55,,
2001-08-14,0.78313253,0.4,0.497595986,282094.67,,
2001-08-15,0.228915663,1,0.417532548,142702.32,,
2001-08-16,0.979919679,0.6,0.917330317,281938.94,,
2001-08-17,0.453815261,0.2,0.36055901,220981.15,,
2001-08-18,0.947791165,1,0.580459398,315325.88,,
2001-08-19,0.297188755,0.2,0.632539361,132328.67,,
2001-08-20,0.626506024,0.2,0.008528596,237240.52,,
2001-08-21,0.477911647,0.2,0.664056951,155514.83,,
2001-08-22,0.654618474,1,0.17475969,295673.91,,
2001-08-23,0.86746988,0.4,0.963916135,276257.92,,
2001-08-24,0.080321285,0.4,0.145156798,108377.56,,
2001-08-25,0.995983936,0.2,0.413197593,341951.8,,
2001-08-26,0.654618474,0.6,0.08134873,266049.72,,
2001-08-27,0.550200803,0,1,164181.29,,
2001-08-28,0.401606426,1,0.501453146,215872.69,,
2001-08-29,0.803212851,0,0.595371752,250467.67,,
2001-08-30,0.606425703,0.6,0.062932672,228109.56,,
2001-08-31,0.767068273,1,0.751155742,245502.29,,
2001-09-01,0.907630522,0.2,0.206878486,318825.48,,
2001-09-02,0.706827309,0.4,0.900407421,205912.85,,
2001-09-03,0.393574297,0,0.202075271,146101.9,,
2001-09-04,0.959839357,0.8,0.18751036,306940.11,,
2001-09-05,0.140562249,0.8,0.032167191,171880.12,,
2001-09-06,0.83935743,0.6,0.471089527,265620.12,,
2001-09-07,0.963855422,0.2,0.564589063,297239.21,,
2001-09-08,0.923694779,0,0.061554139,326188.9,,
2001-09-09,0.381526104,0.2,0.776922783,166019.4,,
2001-09-10,0.606425703,0,0.452164601,198709.25,,
2001-09-11,0.602409639,0.6,0.523821937,216585.36,,
2001-09-12,0.759036145,0.6,0.439540579,268435.76,,
2001-09-13,0.895582329,0.8,0.399228159,322755.74,,
2001-09-14,0.144578313,0.2,0.559347599,114540.86,,
2001-09-15,0.044176707,1,0.151785742,86996.07,,
2001-09-16,0.449799197,0.8,0.178682284,200448.17,,
2001-09-17,0.730923695,0.2,0.863855189,216016.43,,
2001-09-18,0.048192771,0.8,0.948844357,50125.3,,
2001-09-19,0.088353414,1,0.371559769,107348.06,,
2001-09-20,0.86746988,0.4,0.268193232,290296.81,,
2001-09-21,0.393574297,0.4,0.644366367,186648.03,,
2001-09-22,0.417670683,0.4,0.40726159,211293.42,,
2001-09-23,0.116465863,0.4,0.020916599,150527.59,,
2001-09-24,0.064257028,0,0.152705227,106943.15,,
2001-09-25,0.449799197,0.4,0.716901766,151473.61,,
2001-09-26,0.24497992,1,0.659407451,103782.41,,
2001-09-27,0.333333333,0.6,0.022639602,183428.43,,
2001-09-28,0.445783133,0.6,0.219039396,229125.61,,
2001-09-29,0.86746988,0,0.228213199,303597.66,,
2001-09-30,0.341365462,0.4,0.672477648,125030.22,,
2001-10-01,0.562248996,0.4,0.015196405,244856.79,,
2001-10-02,0.746987952,0.4,0.100254309,271961.7,,
2001-10-03,0.072289157,0.8,0.801501931,89604.87,,
2001-10-04,0.706827309,0.2,0.175272362,228644.41,,
2001-10-05,0.397590361,0.8,0.653181316,170140.73,,
2001-10-06,0.558232932,0.2,0.235376757,206185.4,,
2001-10-07,0.75502008,0.4,0.09555063,290232.4,,
2001-10-08,0.931726908,0.4,0.240405176,332896.01,,
2001-10-09,0.586345382,0.8,0.723245683,236108.52,,
2001-10-10,0.301204819,0.8,0.857718428,160369.6,,
2001-10-11,0.032128514,0.2,0.832042638,48847.25,,
2001-10-12,0.795180723,0.6,0.395620641,274963.36,,
2001-10-13,0.108433735,0.2,0.668640272,112251.06,,
2001-10-14,0.823293173,0.8,0.201918712,283110.91,,
2001-10-15,0.891566265,1,0.290771446,306997.43,,
2001-10-16,0.510040161,0.8,0.898675515,201012.52,,
2001-10-17,0.204819277,1,0.00843534,185245.89,,
2001-10-18,0.329317269,0,0.081508835,196040.51,,
2001-10-19,1,0.8,0.20484336,354942.6,,
2001-10-20,0.441767068,0,0.022071406,184461.13,,
2001-10-21,0.574297189,0.6,0.178185736,231476.74,,
2001-10-22,0.465863454,0.2,0.582931789,186183.59,,
2001-10-23,0.273092369,1,0.420051189,143557.38,,
2001-10-24,0.393574297,0.2,0.89498276,169225.04,,
2001-10-25,0.558232932,0,0.819166445,170588.27,,
2001-10-26,0.096385542,1,0.339821587,83174.59,,
1966-01-01,0.718875502,0.2,0.256783478,237953.44,,
