Fecha_Construccion,Tamano_m2,Num_Habitaciones,Distancia_Centro_km,Precio_USD,,
22-07-01,0.168674699,0.2,0.84078871,51343.91,,
23-07-01,0.172690763,0.2,0.120969109,103769.56,,
24-07-01,0.112449799,0.2,0.923373177,88591.17,,
25-07-01,0.562248996,1,0.872029343,216546.01,,
26-07-01,0.044176707,1,0.518226315,80907.39,,
27-07-01,0.37751004,0.4,0.59123004,152706.02,,
28-07-01,0.180722892,0.4,0.397454038,125857.84,,
29-07-01,0.518072289,0.2,0.05052155,189823.82,,
30-07-01,0.97188755,0.6,0.333149718,305558.56,,
31-07-01,0.967871486,0,0.80446226,306434.5,,
01-08-01,0.136546185,1,0,112731.34,,
02-08-01,0.859437751,0.6,0.331438372,262657.05,,
03-08-01,0.321285141,0.8,0.396613507,176906.22,,
04-08-01,0.357429719,1,0.536928952,146831.06,,
05-08-01,0.02811245,1,0.9223792,99648.37,,
06-08-01,0.369477912,0.4,0.344385636,170911.93,,
07-08-01,0.614457831,0,0.344997591,216876.71,,
08-08-01,0.807228916,0,0.738599108,219224.93,,
09-08-01,0.357429719,0.8,0.451085335,153771.36,,
10-08-01,0.646586345,0.8,0.221692641,267972.92,,
11-08-01,0.457831325,1,0.451308642,167758.51,,
12-08-01,0.417670683,0.2,0.137290062,172830.29,,
13-08-01,0.53815261,0.4,0.173097817,209769.55,,
14-08-01,0.78313253,0.4,0.497595986,282094.67,,
15-08-01,0.228915663,1,0.417532548,142702.32,,
16-08-01,0.979919679,0.6,0.917330317,281938.94,,
17-08-01,0.453815261,0.2,0.36055901,220981.15,,
18-08-01,0.947791165,1,0.580459398,315325.88,,
19-08-01,0.297188755,0.2,0.632539361,132328.67,,
20-08-01,0.626506024,0.2,0.008528596,237240.52,,
21-08-01,0.477911647,0.2,0.664056951,155514.83,,
22-08-01,0.654618474,1,0.17475969,295673.91,,
23-08-01,0.86746988,0.4,0.963916135,276257.92,,
24-08-01,0.080321285,0.4,0.145156798,108377.56,,
25-08-01,0.995983936,0.2,0.413197593,341951.8,,
26-08-01,0.654618474,0.6,0.08134873,266049.72,,
27-08-01,0.550200803,0,1,164181.29,,
28-08-01,0.401606426,1,0.501453146,215872.69,,
29-08-01,0.803212851,0,0.595371752,250467.67,,
30-08-01,0.606425703,0.6,0.062932672,228109.56,,
31-08-01,0.767068273,1,0.751155742,245502.29,,
01-09-01,0.907630522,0.2,0.206878486,318825.48,,
02-09-01,0.706827309,0.4,0.900407421,205912.85,,
03-09-01,0.393574297,0,0.202075271,146101.9,,
04-09-01,0.959839357,0.8,0.18751036,306940.11,,
05-09-01,0.140562249,0.8,0.032167191,171880.12,,
06-09-01,0.83935743,0.6,0.471089527,265620.12,,
07-09-01,0.963855422,0.2,0.564589063,297239.21,,
08-09-01,0.923694779,0,0.061554139,326188.9,,
09-09-01,0.381526104,0.2,0.776922783,166019.4,,
10-09-01,0.606425703,0,0.452164601,198709.25,,
11-09-01,0.602409639,0.6,0.523821937,216585.36,,
12-09-01,0.759036145,0.6,0.439540579,268435.76,,
13-09-01,0.895582329,0.8,0.399228159,322755.74,,
14-09-01,0.144578313,0.2,0.559347599,114540.86,,
15-09-01,0.044176707,1,0.151785742,86996.07,,
16-09-01,0.449799197,0.8,0.178682284,200448.17,,
17-09-01,0.730923695,0.2,0.863855189,216016.43,,
18-09-01,0.048192771,0.8,0.948844357,50125.3,,
19-09-01,0.088353414,1,0.371559769,107348.06,,
20-09-01,0.86746988,0.4,0.268193232,290296.81,,
21-09-01,0.393574297,0.4,0.644366367,186648.03,,
22-09-01,0.417670683,0.4,0.40726159,211293.42,,
23-09-01,0.116465863,0.4,0.020916599,150527.59,,
24-09-01,0.064257028,0,0.152705227,106943.15,,
25-09-01,0.449799197,0.4,0.716901766,151473.61,,
26-09-01,0.24497992,1,0.659407451,103782.41,,
27-09-01,0.333333333,0.6,0.022639602,183428.43,,
28-09-01,0.445783133,0.6,0.219039396,229125.61,,
29-09-01,0.86746988,0,0.228213199,303597.66,,
30-09-01,0.341365462,0.4,0.672477648,125030.22,,
01-10-01,0.562248996,0.4,0.015196405,244856.79,,
02-10-01,0.746987952,0.4,0.100254309,271961.7,,
03-10-01,0.072289157,0.8,0.801501931,89604.87,,
04-10-01,0.706827309,0.2,0.175272362,228644.41,,
05-10-01,0.397590361,0.8,0.653181316,170140.73,,
06-10-01,0.558232932,0.2,0.235376757,206185.4,,
07-10-01,0.75502008,0.4,0.09555063,290232.4,,
08-10-01,0.931726908,0.4,0.240405176,332896.01,,
09-10-01,0.586345382,0.8,0.723245683,236108.52,,
10-10-01,0.301204819,0.8,0.857718428,160369.6,,
11-10-01,0.032128514,0.2,0.832042638,48847.25,,
12-10-01,0.795180723,0.6,0.395620641,274963.36,,
13-10-01,0.108433735,0.2,0.668640272,112251.06,,
14-10-01,0.823293173,0.8,0.201918712,283110.91,,
15-10-01,0.891566265,1,0.290771446,306997.43,,
16-10-01,0.510040161,0.8,0.898675515,201012.52,,
17-10-01,0.204819277,1,0.00843534,185245.89,,
18-10-01,0.329317269,0,0.081508835,196040.51,,
19-10-01,1,0.8,0.20484336,354942.6,,
20-10-01,0.441767068,0,0.022071406,184461.13,,
21-10-01,0.574297189,0.6,0.178185736,231476.74,,
22-10-01,0.465863454,0.2,0.582931789,186183.59,,
23-10-01,0.273092369,1,0.420051189,143557.38,,
24-10-01,0.393574297,0.2,0.89498276,169225.04,,
25-10-01,0.558232932,0,0.819166445,170588.27,,
26-10-01,0.096385542,1,0.339821587,83174.59,,
01-01-66,0.718875502,0.2,0.256783478,237953.44,,
